"""consumers keep cautious stance""",709723193125175300,$COST
"""close ctrp 4616 4355 entry 66""",719529094652698600,$CTRP
"""every reason bullish""",39048670,$INTC
"""panw need anoth 1 time high""",37048093,$PANW
"""long setup""",6207860,$JRCC
"""solid long term investmenpassivealso added sbux today income""",719911771625140200,$SBUX
"""recall""",719571433307955200,$TSLA
"""marriott wins new starwood deal raising cash portion bid""",711874651043926000,$MAR
"""time embrace dividend growth""",719559500852662300,$ABBV
"""bullshit applestores empty chinams must preparing liquidate aapl""",709737853639663600,$MS
"""5star analyst robert derrington wunderlich reiterated buy""",30084443,$BJRI
"""excitedbig valuehoping""",711948847971307500,$AAPL
"""oil break outadding chevron""",710211237058093000,$MCD
"""unusual call activity""",709777793798656000,$GWPH
"""chinas tourist bonanza isnt going anywhere""",719917003033681900,$QUNR
"""consumers keep cautious stance""",709723193125175300,$COST
"""close ctrp 4616 4355 entry 66""",719529094652698600,$CTRP
"""every reason bullish""",39048670,$INTC
"""panw need anoth 1 time high""",37048093,$PANW
"""long setup""",6207860,$JRCC
"""solid long term investmenpassivealso added sbux today income""",719911771625140200,$SBUX
"""recall""",719571433307955200,$TSLA
"""marriott wins new starwood deal raising cash portion bid""",711874651043926000,$MAR
"""time embrace dividend growth""",719559500852662300,$ABBV
"""bullshit applestores empty chinams must preparing liquidate aapl""",709737853639663600,$MS
"""5star analyst robert derrington wunderlich reiterated buy""",30084443,$BJRI
"""excitedbig valuehoping""",711948847971307500,$AAPL
"""oil break outadding chevron""",710211237058093000,$MCD
"""unusual call activity""",709777793798656000,$GWPH
"""chinas tourist bonanza isnt going anywhere""",719917003033681900,$QUNR
"""consumers keep cautious stance""",709723193125175300,$COST
"""close ctrp 4616 4355 entry 66""",719529094652698600,$CTRP
"""every reason bullish""",39048670,$INTC
"""panw need anoth 1 time high""",37048093,$PANW
"""long setup""",6207860,$JRCC
"""solid long term investmenpassivealso added sbux today income""",719911771625140200,$SBUX
"""recall""",719571433307955200,$TSLA
"""marriott wins new starwood deal raising cash portion bid""",711874651043926000,$MAR
"""time embrace dividend growth""",719559500852662300,$ABBV
"""bullshit applestores empty chinams must preparing liquidate aapl""",709737853639663600,$MS
"""5star analyst robert derrington wunderlich reiterated buy""",30084443,$BJRI
"""excitedbig valuehoping""",711948847971307500,$AAPL
"""oil break outadding chevron""",710211237058093000,$MCD
"""unusual call activity""",709777793798656000,$GWPH
"""chinas tourist bonanza isnt going anywhere""",719917003033681900,$QUNR
"""015""",39047884,$ESI
"""not guaranteed""",719590251891658800,$TSLA
"""potential continuation uptrend""",32349177,$HYG
"""longed""",5933426,$AMZN
"""absolute garbage still upstores totally emptystock mispriced""",17892972,$MW
"""buy dip""",22409313,$MSTX
"""weakest todays dt watchlist""",719895099300139000,$TSLA
"""see reasons cautious""",719533378698100700,$FB
"""breaking""",11685342,$DARA
"""bbry smack down looks legitimategs msare playing ignorant""",38563467,$GS
"""swing tradelooks like want go up""",8472562,$BAC
"""add short""",5866181,$SPY
"""nice""",26553639,$DVAX
"""verified 9895 loss endp trades""",719571926285312000,$ENDP
"""loving volume""",5453104,$VMW
"""hodbuyers stepped""",708381004180795400,$FB
"""clearing back above 50 daynext buy add area clears upper trend line volume""",5960481,$BIDU
"""eems respecting channel""",709780511200317400,$COST
"""sector stocks leading today""",708355634857529300,$CPGX
"""overbought""",709741154393133000,$INTC
"""look fb live video rollouttough space""",719515248571473900,$FB
"""kodak could pick up christmas write taxes""",29666346,$UNXL
"""theyll whip back down""",15981627,$AAPL
"""plus irish based getting rid generic biz""",719573068864032800,$ENDP
"""3037""",5379023,$VPRT
"""top netpayoutyields""",710965451677827100,$AMP
"""got sell signal 7114 still force target below 150""",24697241,$AMRN
"""buynot end world""",5853626,$GOOG
"""future bright""",34103560,$PLUG
"""bulls careful""",29364798,$BBRY
"""577 added 576 pb""",15349675,$KGC
"""may ripe takeover targe""",710475186353475600,$TWTR
"""top 5 stock picks""",719732320404709400,$OGS
"""tomorrow morning likely open north""",35980487,$AAPL
"""unusual call activity""",710863854381563900,$HYG
"""iraq boosts oil production record""",719493174167625700,$USO
"""failed breakouts failed setupslimping crutches next week""",7867073,$AAPL
"""takeover interest""",8562689,$RA
"""endp shares rattled""",719538296204959700,$INSY
"""buy csx ride railroads""",719498634803458000,$CSX
"""fb aapl""",719524328363073500,$FB
"""downgrade er""",27121711,$BBBY
"""good opportunity buy""",719881403970818000,$DB
"""insy lower""",719507659741872100,$INSY
"""nice day rally""",719535506980266000,$JPM
"""popping up hod""",719881985909350400,$FB
"""large players selling""",24458298,$CROX
"""finally broke free big brothers shadow""",17782586,$SCTY
"""buy back shares""",5497092,$AAPL
"""insider trading clair st unloaded 5838 shares""",38224737,$NTRS
"""files lawsuit verizon""",36006797,$VZ
"""looks solid 2016highteens eps growth""",719571596462133200,$GOOGL
"""fit sune not changed""",709411365299982300,$SUNE
"""doubled number""",719550842475393000,$SBUX
"""positive top notch investor dd trusted""",23547862,$KNDI
"""best stocks 2012""",6178538,$MSFT
"""addednew subscribers""",719508310207111200,$SIRI
"""market seems like roll herelook below""",719535831040401400,$NFLX
"""apples category win""",30856626,$AAPL
"""bullish story intactevenif market rolls""",31132360,$IMRS
"""continues base debate lingerdownside limited""",37935490,$ONTY
"""updated core4 portfolio""",719532032305573900,$NFLX
"""news nothing left dont keep anymor""",37892470,$VNDA
"""highest call put ratio""",719614954500857900,$DISCA
"""toprated""",708410688230842400,$PDCO
"""current holdings via optionslong""",17785769,$GS
"""watchlist top stocks""",719551394798268400,$WM
"""could testing 425 days""",11875799,$AAPL
"""bhp 304""",5514207,$BHP
"""time stomp dreams""",37450150,$DIA
"""sold""",719915914120921100,$DUST
"""arrg go round 2""",9738169,$EDU
"""short term fundredemption liquidations""",8213941,$AAPL
"""fb down 75 bearish patternimpressive bearish move""",719861575759372300,$FB
"""largest online gaming market""",31143613,$SNE
"""would like see upside break channel week""",709176395461750800,$GOOG
"""european debt keeps stocks down""",5835477,$EUR
"""lookin 4 short opt""",6445155,$MFLX
"""long fb""",719726286227132400,$FB
"""still real movementim sidelines""",5784142,$AIS
"""another great day millions gainshorts get caught tall grass""",31518357,$VXX
"""moves up tr1 long watchlist""",5398884,$KBE
"""laggardnothing get excited imois underperforming market""",8351517,$AAPL
"""google ibm arm amd begin assault intels server franchise""",719905344957222900,$GOOG
"""weak outlook""",719644552047362000,$NFLX
"""join dow jones monthreplacing""",33623906,$AAPL
"""bullish stocks twitter dip""",719909604654624800,$VZ
"""red""",719582832541179900,$TSLA
"""accumulated day""",719546315332546600,$MAR
"""ses warrants buy 117b 1497 amerisourcebergenpbr16 shares""",711113383341199400,$ABC
"""iraq boosts oil production record""",719493174167625700,$AAPL
"""biggest market losers""",709834259687710700,$MNK
"""added bbbystill profitable merchant profitable stores""",719528163596873700,$BBBY
"""stochastic sell signal""",29289791,$IFF
"""huge buy names""",37312789,$STLD
"""max pain 10100""",36297090,$GILD
"""oil 276""",5422915,$OIL
"""everyone buying calls eod friday""",32728385,$AAPL
"""consumers keep cautious stance""",709723193125175300,$WMT
"""decent supt hereexpect upside""",11204903,$SLV
"""swing short""",19607999,$AMZN
"""short setups looking nicereally nice""",709779449663721500,$FLT
"""new large player sells""",19388705,$UL
"""must exciting""",12800394,$BBRY
"""down day week month year""",5526621,$UUP
"""aapl interesting positive stories coming past day""",11983857,$AAPL
"""plunged""",719644552047362000,$VG
"""equity indexes working positive engulfing march""",7399381,$IWC
"""hope not short""",20469877,$BEAT
"""consumers keep cautious stance""",709723193125175300,$HD
"""upcoming first support days weeks""",12196849,$TNA
"""earnings growth looks dim current multiple high""",9416020,$SPY
"""multiyear stock breakouts""",9742736,$WMT
"""timing everything time canna security america""",710525327072583700,$FB
"""could see nice pop bids come higher expected""",719587542337720300,$YHOO
"""pushing highs""",18567587,$AMCN
"""turns back down early trading""",719525586863988700,$FB
"""resuming advance new historical highs""",5582309,$HITK
"""liking upside break""",9358281,$PPG
"""not pretty longer look""",5419254,$SPX
"""oil slid fouryear low afteropec kept oil production unchange""",29685449,$OIL
"""flat week""",708375808793026600,$SPY
"""eod run""",22100916,$FB
"""long""",17454753,$TSLA
"""another sell rating""",719530996681568300,$FXE
"""aapl could jump 50 partnering tsla""",719562665081737200,$TSLA
"""china february retail sales ecommerce remains resilient""",709776718026768400,$NKE
"""top 5 stock picks""",719732320404709400,$ROST
"""long""",18183440,$SIRI
"""todays momentum movers""",21026010,$CDTI
"""trending""",709731726726193200,$VRX
"""looking strong bouncelunchtime rally coming""",719891468173844500,$FB
"""stocks higher afternoon trade""",719599977480253400,$WFC
"""time go long amzn""",709787137881858000,$AMZN
"""first quarter amazing""",719888646241955800,$AIG
"""ftnt new high""",37048093,$FTNT
"""technologyhelp users""",719576182941958100,$FB
"""next resistance around""",13152807,$AAPL
"""bulls defend""",719520260181909500,$TSLA
"""broken downtrend""",719753696339472400,$AAPL
"""slips downgrade""",719872154641244200,$SBUX
"""long""",709389876295110700,$BITA
"""pie sky""",719849703106551800,$CRM
"""hottest part techsbux deal""",9162226,$SBUX
"""great companyneeds buyers""",5386257,$RIMM
"""added long friday close""",719515579372077000,$SPY
"""ief bullish tlt""",22780978,$TLT
"""back saddle""",11238707,$UVXY
"""one go long money rotating large cap tech""",710158462253142000,$QQQ
"""seeing competition""",719616495962067000,$GOOGL
"""see reasons cautious""",719533378698100700,$C
"""up another 03 ahit long way go find resistence""",8499556,$ACAD
"""3 top japan etfs surge higher 2h""",38895736,$QJPN
"""unusual call activity""",709777793798656000,$WSM
"""ron johnson tried failed inject bit apple culture jc penney""",13024560,$AAPL
"""premier retail dividend play""",719506353421709300,$COST
"""blackberry messenger second facebook user loyalty""",35257107,$BB.CA
"""up sale""",8260657,$ARNA
"""nice fade bell""",710827150266355700,$ADBE
"""stochastic overbought""",39047349,$ASMB
"""wfm may feel price competition""",709765994416365600,$WFM
"""users vetr bearishindicating sell rating""",719534447771697200,$TSLA
"""up 1""",709743356428025900,$AAPL
"""breakouts""",10602596,$CHMT
"""recall""",719571428060766200,$TSLA
"""stochastic overbought""",39047349,$ALR
"""sell ratingin need innovation""",719796218071621600,$AAPL
"""buying opportunity""",10920221,$BAC
"""like tsla end""",710142505493405700,$TSLA
"""google soon start selling chromebooks walmart staples""",14140852,$SPLS
"""analysts martian orders way high theyll never hit""",6267912,$AAPL
"""massive new jd headquartersnot much slowdown detected""",709973585226571800,$JD
"""nice little cupandhandle shaping upfavours good day index""",5721348,$SPY
"""pie sky""",719849703106551800,$CHKP
"""inside week buy triggers""",25571322,$DNKN
"""stocks insiders bullish""",5441240,$FAST
"""moving up""",9982140,$VVUS
"""recessionsdeclines""",708406053973659600,$TWTR
"""google dividend 0""",719693593066258400,$GOOG
"""gets nasdaq delisting noticeboard quit diluting shares""",5614354,$MVIS
"""quality stocks high cash returns""",32427089,$STX
"""finally right time invest national bank greeceire""",15946770,$IRE
"""loves sees""",709431643363213300,$TSLA
"""bounce retreatsnot short means""",719535209423593500,$YHOO
"""still wants higher think""",14655289,$SPY
"""crazy market up down up down up down""",28061995,$PCLN
"""inside week buy triggers""",25571322,$LOCO
"""insiders got one wronglooking bottomrsi 30""",7040295,$NIHD
"""good comeback""",24815315,$IBB
"""sh got potential""",709411365299982300,$SH
"""eading 200dma certain doom""",719891971360165900,$SBUX
"""oil break outadding chevron""",710211237058093000,$AXP
"""stopped""",21024991,$TSLA
"""potential continuation uptrend""",32349177,$HAL
"""spikes lowslower go""",39048817,$NBG
"""amba down""",34122674,$AMBA
"""must buy""",719615643918577700,$AAPL
"""adbe shorted 1 short float""",21174505,$ADBE
"""gusta""",25032300,$AAPL
"""rally fridaynew52weekhighsp 31""",708399906990329900,$ISRG
"""tsla news not good""",719572285170933800,$TSLA
"""delivering goods lets see spill chinese internet names""",32753195,$BITA
"""companies shld worried icloud""",5806487,$NFLX
"""gevoã¢â‚¬â„¢s alcohol jet fuel eligible used commercial flight""",719864087132442600,$DAL
"""fb gone green day""",709758795648409600,$FB
"""incy 100""",7737263,$INCY
"""iraq boosts oil production record""",719493174167625700,$UWTI
"""expects earnings maintain healthy growth year aheadthe companyã¢â‚¬â„¢s share price gained""",19500150,$F
"""sees downside 425""",10413981,$AAPL
"""citrix systems inc ctxs position increased mizuho""",719467784007192600,$CTXS
"""nice buyable intraday dip right""",9999828,$FB
"""gevoã¢â‚¬â„¢s alcohol jet fuel eligible used commercial flight""",719864087132442600,$SPY
"""lose least 1bmay not profitable another year""",17610673,$MSFT
"""waterfall ahead""",5554666,$GMCR
"""unusual call activity""",710863854381563900,$VXX
"""nice day rally""",719535506980266000,$DIS
"""bbry smack down looks legitimategs msare playing ignorant""",38563467,$BBRY
"""13f shows new stakes""",5795737,$GD
"""aaplhad big growing success years""",14756968,$AAPL
"""still positive market biassharp rally lowquality stocks points ongoing market gains""",708416296665399300,$CSCO
"""sell nflx""",710060125063614500,$NFLX
"""frs restaurants 24759""",15928669,$FRS
"""cuts outlook down""",719661137411747800,$CSCO
"""cracking lower earlyshortcorrection""",719519136318169100,$FB
"""current holdings via optionslong""",17785769,$V
"""biggest gainers today large caps""",719720776027353100,$STX
"""new macd signal created""",710532117164232700,$CTXS
"""aapl cleary surpassed bb""",12799689,$AAPL
"""broke descending channel""",8123917,$AAPL
"""complex challenges""",709362616578154500,$GOOG
"""markets back black 2016""",710822084579086300,$SPY
"""biggest market losers""",709834259687710700,$SID
"""nice pop todaytold ya would green""",12790708,$NOK
"""deutsche bank downgraded starbucks co""",719873426136150000,$SBUX
"""ams ahold 5""",719609967565803500,$AMS
"""rise 2morrow""",8308437,$KORS
"""looking add gold miner possibly lower pe tech name close""",24504842,$KGC
"""sucker ralliesdown trend""",37340646,$ZIOP
"""shares climb""",719620962094870500,$YHOO
"""looks good""",7177668,$EZPW
"""pivot area intraday chart""",12732850,$AAPL
"""diversifies riskbest place world""",719811329922625500,$AMZN
"""think tsla bubble might go time""",711712771675652100,$TSLA
"""private equity yahoo bid""",719634617465081900,$YHOO
"""oil break outadding chevron""",710211237058093000,$WMT
"""anglo american jumps 9""",719937548668256300,$AAL
"""raises revenue forecast""",18038613,$BRCM
"""market lot faith ecb""",9393661,$SPY
"""largest online gaming market""",31143613,$MSFT
"""cuts outlook down""",719661137411747800,$JNPR
"""little pullback""",8746240,$QCOR
"""possible target""",5512185,$SSO
"""short sighted sellers sorry soon""",30741682,$HPJ
"""lpth hot""",38028268,$LPTH
"""likely strongly benefit genetherapy""",709483088603119600,$BMRN
"""good load up confident""",6783339,$HGSI
"""congrats whoever bought""",38793629,$PVA
"""fb 20 times advertisers twtr""",719486879842902000,$FB
"""weak outlook""",719644552047362000,$YHOO
"""tensions grow china japan""",9182739,$EWJ
"""looking add gold miner possibly lower pe tech name close""",24504842,$CSCO
"""investment validates company""",38240250,$PBMD
"""tsla not available shorting time w""",719556016749330400,$W
"""quality stocks high cash returns""",32427089,$DTV
"""broken stockdownside possibilityi initiate new short position""",11149717,$HLF
"""finally breaking 49 mano buybacks week""",35559365,$AAPL
"""eros gets clean bill health audit""",711910931937112000,$EROS
"""shopping spree may continue""",719923191058210800,$GILD
"""wont pay anymorereal risk""",710187873492983800,$HZNP
"""adding expe pcln mix sooni already ctrp trip""",709398139195641900,$CTRP
"""strong buy""",709765435546185700,$NEIK
"""eps up 19 quarter last year""",13286015,$TXRH
"""unusual call activity""",710863854381563900,$BAC
"""4star analyst scott henry roth capital reiterated buy""",29679970,$CO
"""im going tomorrow evening""",39048791,$WYNN
"""fb squeezing one side""",719884758520606700,$FB
"""sees apple 150share year 36 today""",719534350509948900,$AAPL
"""tomorrow might rare buy tsla day""",719725258480046100,$TSLA
"""play tmrw""",6003051,$BMO
"""195 calls 78""",27434594,$SPY
"""unusual call activity""",710863854381563900,$EEM
"""calls getting hottoday getting paid""",710130452808536000,$MSFT
"""still not breaking""",13277173,$PAY
"""fxi 293""",5514207,$FXI
"""facebook trying get payments""",22167633,$FB
"""excited plays""",25330712,$CSOD
"""get ground floor fio""",6206304,$FIO
"""91 support""",711956003999211500,$BIB
"""reat comeback amzngreat comeback amzn""",710849407844028400,$AMZN
"""new high 2016""",719529978308603900,$NXPI
"""still track 500""",6763560,$AAPL
"""gaps down probly open get worse puts stupid cheap""",10103332,$CAT
"""unusual call activity""",709777793798656000,$RF
"""daily mail may yahoo""",719513471289860100,$YHOO
"""top stocks 2015 ready lead 2016""",710620435121971200,$NFLX
"""not getting inoil falling""",29712507,$HAL
"""competing bids emerge permit board explore valueenhancing alternatives objective maximizing""",24229806,$APP
"""resurgence stock price today might mean company may emerge stronger ever""",27655637,$GTAT
"""supermarket stocks rally tesco plans axe noncore uk assets""",719563779378438100,$SBRY
"""longbuying point""",719535349379285000,$FB
"""bear raid""",26218325,$PLUG
"""trading weak vs spy qqq""",719519346557657100,$SPY
"""short""",21368480,$MSFT
"""expects strong results""",719500525914492900,$AAPL
"""calx 40""",7737263,$CALX
"""one obvious opportunities year""",719532321855025200,$TSLA
"""holding up relatively well compared broad market""",18249994,$BAC
"""would rather buyer ugaz levels trying sell""",23416197,$HRL
"""go up much higher drop""",26943825,$VIPS
"""dumped pypl prlb""",719528681605959700,$PYPL
"""real deal hereholding""",7139227,$SPPI
"""large players selling""",24458298,$INO
"""yahoo extends bidding deadline interest grows""",719478441544925200,$EURUSD
"""could offer support revisit jump long bus""",29012822,$FCX
"""new positive timing signal""",719523247604285400,$SBUX
"""bring good news time""",14695795,$BBRY
"""shareholders welcome marriottstarwood deal""",719597174946992100,$HOT
"""big winnerlong""",711946103189426200,$PYPL
"""short holding breath hoping miracle""",7284904,$AAPL
"""back""",6135022,$GS
"""market seems like roll herelook below""",719535831040401400,$SPY
"""led light bulb prices rise japan""",13028004,$VECO
"""100 upside left next 6 mnths""",12108658,$LNKD
"""bears take clear near term advantage""",6148018,$SPY
"""topeka capital markets thinks sois fb buy""",17025255,$FB
"""unusual call activity""",710863854381563900,$GS
"""one want miss great newpatent new nxt wk""",9346026,$AMRN
"""bullish stocks twitter dip""",719909604654624800,$SCTY
"""loading spy aapl putsthink toppy""",719575574101016600,$SPY
"""airlines battle cuba routes aal luv save jblu""",709745040826966000,$LUV
"""pullbacktime""",719927267867103200,$TSLA
"""another 30 bbry 16 weekly puts""",13552568,$BBRY
"""red bell""",5466785,$WYNN
"""fb taking shine aapl goog""",719945914270556200,$GOOG
"""rally mode""",33296832,$AAPL
"""short setups looking nicereally nice""",709779449663721500,$IVZ
"""becoming disasterbetter returns elsewhere""",5703818,$AAPL
"""entry ideacoming narrow intraday range yesterdays high still above""",10041230,$LYB
"""aapl killed former killing latter""",719574026134237200,$AAPL
"""best stock wts 15""",5679790,$WTS
"""insider selling probably reason""",5801762,$TIBX
"""looking hmc stock make new 2013 high""",13415559,$HMC
"""330 decreased bullish conversations""",22410112,$GLUU
"""breakout watch""",719665168431456300,$IPG
"""insiders selling""",708960045799759900,$F
"""strong weekly led buy rec last weekdaily rs improving""",719528591168565200,$STX
"""trails msft orcl goog crm adbe""",719599233280512000,$GOOG
"""cytr af bashing""",28127317,$CYTR
"""amgn one year laterim tired waiting""",719549796994814000,$AMGN
"""right reject offer""",8056516,$WGO&
"""bot ung puts""",8168244,$UNG
"""right top thre cloud""",710580416634171400,$AAPL
"""buying tza calls""",5350721,$TZA
"""closed friday rs line new highs""",19869247,$NDX
"""rising steel demand higher prices steel coalcash magnet""",15208067,$CLF
"""pie sky""",719849703106551800,$ATVI
"""fed cuts rates forecastour calls go 100""",710232348738986000,$FB
"""adding puts""",10932475,$AAPL
"""anyone stayed long aapl made plenty""",9739175,$AAPL
"""like one lot""",35161526,$OPK
"""unusual call activity""",709777793798656000,$HTZ
"""actually lost 03c per share""",15479707,$BBRY
"""updated core4 portfolio""",719532032305573900,$ULTA
"""dips bought up real quick""",36961143,$AAPL
"""highest call put ratio""",719614954500857900,$CFG
"""downside breakout looks coming soon""",5898485,$ACOM
