'close ctrp 4616 4355 entry 66',0.68
'every reason bullish',0.97
'panw need anoth 1 time high',0.74
'long setup',1
'solid long term investmen passive added sbux today income',0.98
recall,-0.92
'marriott wins new starwood deal raising cash portion bid',1
'time embrace dividend growth',0.85
'bullshit applestores empty chinams must preparing liquidate aapl',-0.877
'5star analyst robert derrington wunderlich reiterated buy',1
'excited big value hoping',0.97
'oil break outadding chevron',0.85
'unusual call activity',0.98
'chinas tourist bonanza isnt going anywhere',0.82
15,0.7
'not guaranteed',-0.53
'potential continuation uptrend',0.95
longed,0.93
'absolute garbage still upstores totally emptystock mispriced',-0.75
'buy dip',1
'weakest todays dt watchlist',-0.73
'see reasons cautious',-0.88
breaking,-0.76
'bbry smack down looks legitimategs msare playing ignorant',-0.81
'swing trade looks like want go up',0.94
'add short',-0.73
nice,0.95
'verified 9895 loss endp trades',-0.87
'loving volume',0.95
'hod buyers stepped',0.82
'clearing back above 50 daynext buy add area clears upper trend line volume',0.85
'eems respecting channel',0.77
'sector stocks leading today',1
overbought,-1
'look fb live video roll tough space',0.583
'kodak could pick up christmas write taxes',0.91
'theyll whip back down',-0.86
'plus irish based getting rid generic biz',0.81
3037,0.7
'top net pay out yields',0.742
'got sell signal 7114 still force target below 150',-0.84
'buy not end world',-0.59
'future bright',0.93
'bulls careful',-0.52
'577 added 576 pb',0.9
'may ripe takeover targe',0.93
'top 5 stock picks',1
'tomorrow morning likely open north',0.84
'unusual call activity',1
'iraq boosts oil production record',0.76
'failed breakouts failed setups limping crutches next week',-0.72
'takeover interest',0.81
'endp shares rattled',0.78
'buy csx ride railroads',1
'fb aapl',0.582
'downgrade er',-1
'good opportunity buy',0.97
'insy lower',-0.96
'nice day rally',0.97
'popping up hod',0.99
'large players selling',-0.9
'finally broke free big brothers shadow',0.81
'buy back shares',0.99
'insider trading clair st unloaded 5838 shares',0.67
'files lawsuit verizon',0.64
'looks solid 2016 high teens eps growth',0.96
'fit sune not changed',-0.82
'doubled number',0.74
'positive top notch investor dd trusted',0.98
'best stocks 2012',1
'addednew subscribers',0.7
'market seems like roll here look below',-0.8
'apples category win',0.88
'bullish story intact even market rolls',0.75
'continues base debate linger downside limited',-0.79
'updated core4 portfolio',0.93
'news nothing left dont keep anymor',0.58
'highest call put ratio',1
toprated,0.96
'current holdings via options long',1
'watchlist top stocks',1
'could testing 425 days',0.74
'bhp 304',0.7
'time stomp dreams',-0.91
sold,-0.98
'arrg go round 2',0.55
'short term fundredemption liquidations',-0.98
'fb down 75 bearish patternimpressive bearish move',-0.87
'largest online gaming market',0.81
'would like see upside break channel week',0.79
'european debt keeps stocks down',-0.93
'lookin 4 short opt',-0.93
'long fb',0.933
'still real movement im sidelines',0.51
'another great day millions gain shorts get caught tall grass',-0.78
'moves up tr1 long watchlist',0.86
'laggard nothing get excited imois underperforming market',0.59
'google ibm arm amd begin assault intels server franchise',0.91
'weak outlook',-0.97
'join dow jones monthreplacing',0.7
'bullish stocks twitter dip',0.99
red,-0.72
'accumulated day',0.8
'ses warrants buy 117b 1497 amerisourcebergenpbr16 shares',1
'iraq boosts oil production record',0.76
'biggest market losers',-0.94
'added bbbystill profitable merchant profitable stores',0.93
'stochastic sell signal',-0.94
'huge buy names',1
'max pain 10100',-0.97
'oil 276',0.69
'everyone buying calls eod friday',0.95
'consumers keep cautious stance',-0.94
'decent supt hereexpect upside',0.96
'swing short',-0.95
'short setups looking nicereally nice',-0.8
'new large player sells',-0.86
'must exciting',0.93
'down day week month year',-0.65
'aapl interesting positive stories coming past day',0.95
plunged,-0.89
'equity indexes working positive engulfing march',0.98
'hope okay',1
'consumers keep cautious stance',-0.72
'upcoming first support days weeks',0.88
'earnings growth looks dim current multiple high',0.9
'multiyear stock breakouts',0.99
'timing everything time canna security america',0.52
'could see nice pop bids come higher expected',0.99
'pushing highs',0.95
'turns back down early trading',-0.79
'resuming advance new historical highs',0.95
'liking upside break',0.85
'not pretty longer look',-0.55
'oil slid fouryear low afteropec kept oil production unchange',-0.9
'flat week',0.76
'eod run',0.89
long,1
'another sell rating',-1
'aapl could jump 50 partnering tsla',-0.617
'china february retail sales ecommerce remains resilient',0.99
'top 5 stock picks',1
long,1
'todays momentum movers',0.87
trending,1
'looking strong bounce lunchtime rally coming',0.9
'stocks higher afternoon trade',1
'time go long amzn',0.9
'first quarter amazing',0.96
'ftnt new high',0.9
'technologyhelp users',0.75
'next resistance around',0.73
'bulls defend',-0.71
'broken downtrend',-0.72
'slips downgrade',-1
long,1
'pie sky',0.99
'hottest part techsbux deal',0.93
'great company needs buyers',0.63
'added long friday close',1
'ief bullish tlt',0.98
'back saddle',0.92
'one go long money rotating large cap tech',0.99
'seeing competition',-0.76
'see reasons cautious',-0.88
'up another 03 ahit long way go find resistence',0.84
'3 top japan etfs surge higher 2h',0.98
'unusual call activity',0.98
'ron johnson tried failed inject bit apple culture jc penney',-0.963
'premier retail dividend play',0.96
'blackberry messenger second facebook user loyalty',0.98
'up sale',0.98
'nice fade bell',0.91
'stochastic overbought',-1
'wfm may feel price competition',0.76
'users vetr bearish indicating sell rating',-0.87
'up 1',0.97
breakouts,0.96
recall,-0.92
'stochastic overbought',-1
'sell ratingin need innovation',-0.56
'buying opportunity',0.95
'like tsla end',-0.57
'google soon start selling chromebooks walmart staples',0.94
'analysts martian orders way high theyll never hit',-0.55
'massive new jd headquarters okay detected',0.95
'nice little cupandhandle shaping upfavours good day index',0.95
'pie sky',0.99
'inside week buy triggers',1
'stocks insiders bullish',0.99
'moving up',1
'recessions declines',-0.98
'google dividend 0',0.79
'gets nasdaq delisting noticeboard quit diluting shares',-0.84
'quality stocks high cash returns',1
'finally right time invest national bank greeceire',0.52
'loves sees',0.72
'bounce retreats okay means',0.74
'still wants higher think',0.86
'crazy market up down up down up down',0.68
'inside week buy triggers',1
'insiders got one wronglooking bottomrsi 30',0.64
'good comeback',0.96
'sh got potential',0.95
'eading 200dma certain doom',0.7
'oil break outadding chevron',0.85
stopped,-0.89
'potential continuation uptrend',0.9
'spikes lowslower go',0.88
'amba down',-0.94
'must buy',1
'adbe shorted 1 short float',-0.93
gusta,0.7
'rally fridaynew52weekhighsp 31',0.91
'tsla news notokay',-0.91
'delivering goods lets see spill chinese internet names',0.91
'companies shld worried icloud',-0.98
'gevos alcohol jet fuel eligible used commercial flight',0.86
'fb gone green day',0.893
'incy 100',0.77
'iraq boosts oil production record',0.76
'expects earnings maintain healthy growth year ahead companys share price gained',0.88
'sees downside 425',-0.87
'citrix systems inc ctxs position increased mizuho',0.51
'nice buyable intraday dip right',0.76
'gevos alcohol jet fuel eligible used commercial flight',0.86
'lose least 1bmay notokay another year',-0.95
'waterfall ahead',0.69
'unusual call activity',0.81
'nice day rally',0.97
'bbry smack down looks legitimategs msare playing ignorant',-0.81
'13f shows new stakes',0.97
'aaplhad big growing success years',0.93
'still positive market biassharp rally lowquality stocks points ongoing market gains',0.93
'sell nflx',-0.93
'frs restaurants 24759',0.7
'cuts outlook down',-0.96
'cracking lower early short correction',-0.99
'current holdings via options long',1
'biggest gainers today large caps',0.97
'new macd signal created',0.85
'aapl cleary surpassed bb',-0.52
'broke descending channel',-0.51
'complex challenges',-0.89
'markets back black 2016',0.98
'biggest market losers',-0.94
'nice pop todaytold ya would green',0.8
'deutsche bank downgraded starbucks co',-0.95
'ams ahold 5',0.76
'rise 2morrow',0.95
'looking add gold miner possibly lower pe tech name close',0.64
'sucker ralliesdown trend',0.8
'shares climb',0.79
'looks good',0.98
'pivot area intraday chart',0.6
'diversifies riskbest place world',0.8
'think tsla bubble might go time',-0.87
'private equity yahoo bid',0.82
'oil break outadding chevron',0.85
'anglo american jumps 9',0.72
'raises revenue forecast',0.84
'market lot faith ecb',-0.57
'largest online gaming market',0.81
'cuts outlook down',-0.96
'little pullback',0.75
'possible target',0.91
'short sighted sellers sorry soon',-0.94
'lpth hot',0.73
'likely strongly benefit genetherapy',0.91
'good load up confident',0.99
'congrats whoever bought',0.85
'fb 20 times advertisers twtr',0.71
'weak outlook',-0.97
'tensions grow china japan',0.73
'looking add gold miner possibly lower pe tech name close',0.64
'investment validates company',0.7
'tsla not available shorting time w',-0.83
'quality stocks high cash returns',1
'broken stockdownside possibilityi initiate new short position',-0.72
'finally breaking 49 mano buybacks week',-0.61
'eros gets clean bill health audit',0.65
'shopping spree may continue',0.86
'wont pay anymorereal risk',-0.912
'adding expe pcln mix sooni already ctrp trip',0.96
'strong buy',1
'eps up 19 quarter last year',0.99
'unusual call activity',1
'4star analyst scott henry roth capital reiterated buy',1
'im going tomorrow evening',-0.52
'fb squeezing one side',0.727
'sees apple 150share year 36 today',0.568
'tomorrow might rare buy tsla day',0.79
'play tmrw',0.81
'195 calls 78',0.95
'unusual call activity',1
'calls getting hottoday getting paid',0.52
'still not breaking',-0.77
'fxi 293',0.7
'facebook trying get payments',0.78
'excited plays',0.96
'get ground floor fio',0.76
'91 support',0.89
'reat comeback amzn great comeback amzn',0.97
'new high 2016',0.88
'still track 500',0.82
'gaps down probly open get worse puts stupid cheap',-0.94
'unusual call activity',1
'daily mail may yahoo',0.86
'top stocks 2015 ready lead 2016',1
'not getting inoil falling',-0.95
'competing bids emerge permit board explore value enhancing alternatives objective maximizing',0.74
'resurgence stock price today might mean company may emerge stronger ever',0.89
'supermarket stocks rally tesco plans axe noncore uk assets',0.99
'long buying point',1
'bear raid',-0.85
'trading weak vs spy qqq',-1
short,-1
'expects strong results',0.92
'calx 40',0.54
'one obvious opportunities year',0.9
'holding up relatively well compared broad market',1
'would rather buyer ugaz levels trying sell',-0.88
'go up much higher drop',-0.51
'dumped pypl prlb',-0.96
'real deal hereholding',0.92
'large players selling',-0.9
'yahoo extends bidding deadline interest grows',0.97
'could offer support revisit jump long bus',1
'new positive timing signal',1
'bring good news time',0.87
'shareholders welcome marriottstarwood deal',0.9
'big winnerlong',0.84
'short holding breath hoping miracle',-0.76
back,0.92
'market seems like roll herelook below',-0.79
'led light bulb prices rise japan',0.93
'100 upside left next 6 mnths',0.77
'bears take clear near term advantage',-0.96
'topeka capital markets thinks sois fb buy',0.923
'unusual call activity',1
'one want miss great newpatent new nxt wk',-0.62
'bullish stocks twitter dip',0.99
'loading spy aapl putsthink toppy',-0.827
'airlines battle cuba routes aal luv save jblu',0.79
'pullback time',0.54
'another 30 bbry 16 weekly puts',-0.76
'red bell',-0.78
'fb taking shine aapl goog',-0.563
'rally mode',0.93
'short setups looking nicereally nice',-1
'becoming disaster better returns elsewhere',-0.85
'entry ideacoming narrow intraday range yesterdays high still above',0.7
'aapl killed former killing latter',-0.657
'best stock wts 15',0.97
'insider selling probably reason',-0.92
'looking hmc stock make new 2013 high',0.9
'330 decreased bullish conversations',0.96
'breakout watch',0.95
'insiders selling',-1
'strong weekly led buy rec last weekdaily rs improving',1
'trails msft orcl goog crm adbe',0.88
'cytr af bashing',0.7
'amgn one year laterim tired waiting',0.59
'right reject offer',-0.9
'bot ung puts',-0.68
'right top thre cloud',0.719
'buying tza calls',0.97
'closed friday rs line new highs',0.94
'rising steel demand higher prices steel coalcash magnet',0.97
'pie sky',0.99
'fed cuts rates forecastour calls go 100',0.99
'adding puts',-0.51
'anyone stayed long aapl made plenty',0.87
'like one lot',-0.53
'unusual call activity',1
'actually lost 03c per share',-0.91
'updated core4 portfolio',0.93
'dips bought up real quick',0.82
'highest call put ratio',1
'downside breakout  notokay looks coming soon',-0.59
'equities recently tagged undervalued',-0.66
'maintains neutral rating jp morganpt cut',-0.9
'heapest stock pe television services industrype 818 vsavg 26864779',0.89
'hell yeah ill take fill day long baby',0.95
'pot cont uptrend longerterm',0.81
'break confirmedbought leaps',0.78
'perfect buy',1
'long gpro brealout trade',1
'digital strategy drive significant growth customer loyalty',0.82
'double bottomhandle buy point',1
'stock options trade would doubled money',0.9
'companys tech works better load up',0.88
'report apple signs up googles cloud',0.611
'run forest run',0.89
'aggressive buy',1
'year launch its clear pretty much one needs aapl watch',0.51
'bullish reversal setup breakout',0.97
'nflx holding gain',0.7
'worst performers today ek 10',-0.95
'guess aapl buys back aftercatch pinners guard',0.803
'todays losers',-0.99
'bearish outside day',-0.82
'commodity channel index indicator signaled oversold',0.85
'cant get back above 21220',0.97
'launching shopping botcatalyst 2016 catalyst 2016',0.75
'yeah lets go down',-0.75
'held belowdouble top',0.92
'above lower bollinger band',-0.5
'heeeeeere comes pumpso glad picked up 9k end dayget ready bull ride',0.82
'airplane hospitality industries set sights cuba',1
'sector stocks leading today',1
'impressive numbers',0.94
'trying break 50day sma',0.73
'still holding 226 yday',0.98
'hopefully pull back',0.86
'looking healthy pull back longterm target 8',0.86
'lost huge still hopeful',-0.74
'rejected hodshould head lower',-0.91
'shortput positions looking good herewait market downturn confirm',-0.77
'shorting pig',-0.96
'oil break outadding chevron',0.85
'till failing close above 10d macontinues stand weak',-0.7
'five stocks helped starboard values equity portfolio return 65 q1',1
'active puts',-0.91
'deutsche bank cuts sbux',-0.62
'sector stocks leading today',1
'breakout today reporting earnings last night',0.96
'short setups looking nicereally nice',-0.8
'sold jan 2013 580 puts lows pull back',-0.93
'orgetting potential relative value users',0.98
'letting calls ride solo',0.91
'amzn 128',0.77
'slw 168',0.7
'google ibm arm amd begin assault intels server franchise',0.91
'buy not end world',-0.59
'intu ises cloud software company',0.707
'sorry longs correction mode',0.74
longs,1
'finally nice downside move looking 31 handle break',0.81
'take shot',0.86
'relief rally becomes belief rally',0.91
'sell fb',-0.92
'time buy',0.68
'new large player sells',-0.86
'largest online gaming market',0.81
'notable gainers among liquid option names morning',0.97
'see big down day near future',-0.68
longs,1
'hope crush',-0.87
'china winners',0.99
'downbeaten stocks may ripe buys',1
'oil prices down oil stocks looking less cheap',-0.98
still,0.81
'upper trend line approximate position 200dmabias up',0.87
'wow biocept among best 5 stocks',0.99
'up 33 since 625 buy signal',0.85
'increases annual dividend',0.76
'longerterm technical swing long basis',1
'may feed tsla momentum run lately',0.93
overbought,-1
support,0.89
'looks set fall',-0.79
'pretty steady accumulation support',0.77
'biggest market losers',-1
'buy call',1
'closes near key support zone',0.8
'alibaba invests southeast asian retailer lazadabidu',0.66
'getting wings clipped today',-0.72
'staying above open good sign',0.95
downgrade,-1
'awful down',-0.95
'getting killed csco calls',0.52
'support hope holds look',0.71
'oasm grossly undervalued',-0.84
'thumb down farno likeit supported ipo maker',-0.9
'could possibly even see425',0.73
'putting little f short',-0.96
'equities recently tagged undervalued',0.92
'nflx higher expecte',0.92
'short notokay move conviction',-0.8
'failed breakouts failed setupslimping crutches next week',-0.61
'long april 44 calls',0.99
'sell signal hit atit go down next 5 min',-0.88
'revenues 3281m vs 32818m est',0.62
'qqq watch close near hod',0.93
'short workedputs up 50',-0.65
'sell googl',-0.97
'bullish stocks twitter dip',0.99
'stock consolidating accumulationwill funny see shorts get creamed',-0.82
'put money hznp better option drug already make money',0.89
'cautious u late party',-0.9
long,1
'adding puts',-0.51
'yahoos getting lots attention',-0.66
'going down',-0.98
'monday sold',-0.98
'windows 10 awful',0.66
'breakout watch',0.95
'looking good',0.97
'reward better good earnings',0.98
'record number passengers served 2015',1
'breaking 759 eyes 755next buy target 7375 down 732',0.65
'worst stock 2015',-0.8
'record number passengers served 2015',1
'long buying point',1
'failed breakouts failed setupslimping crutches next week',-0.61
'long buying point',1
'chinese adrs heading higher',0.82
'another sell rating',-1
'institutions seem like class stocks',0.97
'people think safe market dropsnot',-0.52
'aapl losing',-0.877
'bear flag hr chartget ready buy tha dip',0.68
'balance sheet value penney stock',0.87
'watchlist top stocks',1
'upgraded buy argus',1
'weekly still 50 moving averagecreating lower high',-0.77
'tock still green',0.97
'bottom losses',-0.99
'buy dip',1
'like christmas may',0.84
'fbs glorified scrapbook',0.7
'going lowerforget go short',-0.75
'slips downgrade',-1
'market tankingscaling down longs',0.62
oversold,0.95
'looks like good entry qihu',0.92
'91 support',0.89
'tensions grow china japan',0.73
'play longs',1
'bottom losses',-0.99
'chart shows distinctive down channel notokay',-0.9
'churning high volumelots sellers trying get',0.63
'u think pandora game changer please check spotfy',0.59
'support 1250',0.89
'bullish stocks twitter dip',0.99
'ok short go long everyone win stock moves around',0.58
'pivotal sees 27 upside alphabet',0.98
recalls,-0.96
'breaking good vol parser buy signal',0.78
'bottom losses',-0.99
'fb 34 vs 57',0.72
'easy sell open every day',-0.83
'ended day down',-0.97
'highest call put ratio',1
'intraday bo bull flagjnug',0.78
'google inc completes acquisition icoa',0.86
'play 430 announcement sell',-0.87
'break yet either direction',0.76
'go elsewhere',0.88
'patents look strong com',0.95
'back underdarn shorts',-0.84
'unusual call activity',1
'agree buy',0.95
'baltic dry index lower 8 days 30 years',-0.96
'stalled 10644 previously looking enter near 10650',0.88
'cmon bulls buy dips',1
buying,0.92
'stock high probability rallying',0.81
'picked up calm target 57 gild target 115 great upside potential',0.87
'sell sell sell short sell idiots leave em holding bag going end up like vrx worthless bloated pos',-0.72
'breakout above 2983 would constitute technical entry short term trader',-0.51
'red aapl dragging down qqq',-1
'strong move today junior gold minerskeep eye gap fill',0.97
'china winners',0.99
'sorry longs correction mode',0.74
short,-1
'good news coming ill hold thirty large',0.69
'nice see turn corner',0.94
'crazy ceo marissa mayer would receive multiple millions dollars failing turn yhoo around',-0.81
'drugs biotech getting perky',0.72
'failed breakouts failed setupslimping crutches next week',-0.61
'im still bullish',0.84
'hit short term target 100 sma',-0.86
'next long im eyeing',0.81
'maybe new buy program',1
'unusual call buying',0.98
'ascending triangle gives bullish bias chartbreakout above 84 positive',1
'iraq boosts oil production record',0.76
'reasons caution chinese stocks',-0.94
'short setups looking nicereally nice',-0.8
'buy call',1
'hell would touch right',-0.6
'misses 001misses revenue',-0.82
'aapl using googl cloud',-0.659
'pie sky',0.99
'todays strong radar stock',0.97
'went long short acct',0.55
'synergy pharma soars 67 today positive phase 3 results',0.86
'unusual call activity',1
'tight pattern',0.68
'moved upper bollinger band',1
breaking,-0.76
'68 calls buying activity',0.98
'could technical sellersshorts getting back game',0.59
'unusual call activity',1
'buying puts tomorrow',0.54
'good opportunity buy',0.97
'today close csx',0.62
breaking,-0.76
'seems strange marketthe way oil controlling markets',-0.5
'top netpayoutyields',1
'suggestion puts buy',0.61
'anyone know whats up big sell',-0.64
'3 top japan etfs surge higher 2h',0.98
'closed buy',1
'bear raid effect',-0.85
'massive short squeeze opportunity',-0.84
'teel revenue rises 36 auto sector demand',0.7
'best stocks 2012',1
'board assess alibabasoftbank proposal',0.7
'picking up speed',0.98
'stock ripping',0.89
361,0.92
'whole foods market slated open doors may 25',0.59
'1m6m trends turn bullish today',0.89
'citi even reconfirmed outperform',0.88
'homebuilders lead sustained stock market rally',0.79
'full bull call spread ranging',0.95
'not want go downrisk appetite still high',0.66
'peter smedley reiterates jd sports fashion buy',1
'institutions seem like class stocks',0.97
'time embrace dividend growth',0.75
'nobody wants electric car',0.75
'reak hod volumewe nice consolidation completed another run',0.82
'stock climbs barrons sees 40 upside',0.84
'tock way highupgrades positive news expected',0.97
'short squeeze ready upside w crossing important technical level',0.78
'nlsn launching marketing cloud',-0.783
'addding tsla ss added small vrx long tsla vrx',0.91
'buy call',1
'oil prices down oil stocks looking less cheap',-0.98
'whos buying',0.92
'anglo american jumps 9',0.72
'component supplier crus falls sale',0.66
'nice day rally',0.97
'nibbling small longbuying 13min charts',0.61
'posted buy pm 440',1
'fire marissa maye',0.7
'someone buying bighere lows',0.89
'looking good',0.97
'amazing run since middle march',0.86
'generate 895m revenue',0.84
'could lotto winners',0.99
'piper jeffries raises pti remain long',1
'okay understand logic nowoh well helps price go up guess',0.89
'rally fridaynew52weekhighsp 31',0.91
'abc bullish pattern',0.95
'nice pattern al weeklybut pre earnings action thursday needs resolved',0.88
'institutions seem like class stocks',0.97
'lucrative esports opportunity',0.97
'v momentum',0.8
'225 million new internet users added globally every year',1
'equity indexes working positive engulfing march',0.98
'big year amgn',0.85
'amzn dropping 7b market capbecause theyre losing 400m aapls business',-0.84
'grpn much better day fb',-0.59
'launching japan fallthink one fastest launches country date',0.58
'added nxpi',0.9
'going back slowly',0.75
'added long friday close',1
'nice day rally',0.97
'seriously nothing says strong growth like well played',0.92
'fast 56pc dive',-0.86
'active puts',-0.91
'wanted get morning missed',-0.69
'bot 224',0.92
'clearing new 52week high good base',0.93
'short term consolidation movement higher',-0.76
'come party buy thisgonna give solid gains dividend',0.91
'fb still dog going much lower week',-0.64
'kndi china electric car maker china car sales 78',0.83
'holy green day batmanluv plan comes together',0.92
'went 26 66',0.57
'remember squeeze market di',-0.83
'needs make solid break thru current resistance',0.77
'sometimes question bother sub 500 stocksretail short sighted',-1
'rsi lowest level since october 2012',0.86
'announces record esports viewership',0.89
'huge buy names',1
'decent handlepretty tight month',0.78
'sandbagged guidance cautiously optimistic',0.93
'fb 20 times advertisers twtr',0.71
'poised breakout',0.94
'sdrl 369 long',1
'closed friday rs line new highs',0.94
'gon na start shorting every 10',-0.77
'large cap tech finally trying catch up rest market',0.91
'needs rush buyersi like tho',0.57
'juno got good news today',0.95
'room go',0.88
'dilution dont scare',-0.5
'bumped up resistance 3 times 5min',0.88
'iraq boosts oil production record',0.76
'watch momentum above',0.95
'600 yearly return not ordinary occurrence',-0.5
'gon na short tsla tomorrows opening',-0.96
'sign healthy advancing stock stays above 20dma',0.99
'down big would awesome',-0.82
'n great financial position',0.58
'start going up slowly',0.58
'todays losers',-0.99
'breakout longthrough 100 200 masee run',0.95
'may lower entry point',-0.9
'charts flashing oversold',0.95
long,1
'trims stake',0.72
'up 1326',0.98
'5 best analyst rated stocks',0.99
'still notokay lack new products',-0.81
'think jazz plenty room run lots momentum continue pushing new highs',0.92
'dump minor loss',-0.9
'lots nice setups energy liking whiting day crzo',0.89
'lets burn',0.72
'beatup ah',0.71
'every time jumps back range',0.74
'otherwise long',1
'bottom right',0.51
accumulating,0.79
'elon musks comparision tsla aapl go notokay ',-0.95
trending,1
'anyone else see issue wonder ebay stock sucks',-0.81
'unusual call activity',1
'green lol makeup cover ugliness',0.99
'biggest market losers',-1
'unusual call activity',1
'quality stocks high cash returns',1
'play longs',1
'biggest market losers',-1
'bmw takes leap ahead tesla',0.64
'short interest increases yet',-0.93
'netflix raising prices 17m subscribers 2',0.51
'covered up last',0.98
'looking sharp move up equities',1
'amgn one year laterim tired waiting',0.59
'cash cheap financing fueling wave acquisitions',0.94
'juniper tumbles q1 warning',-0.9
'probably hit near term highmomentum slowing huge run',-0.67
'decent notokay',-0.97
'google baidutesla fast track create robot cars',-0.61
'cheaper oil introduce shipment higher tanker rates',0.97
'okay iether',1
'amzn up 5 points yesterdays trade entry alert',0.94
'whats behind drop',-0.92
'pure garbage stock',-0.84
'whole semiconductor space looks interesting',0.97
'sells 109000 shares facebook',-0.78
'trails msft orcl goog crm adbe',0.88
short,-1
'stock split',0.87
'calls nice gains still holdingweek made morning',0.96
'efficient boring',0.93
'buy point changed 319 318',1
'ibio seems gaining big moneyshorts hurting',0.54
'im buyer',-0.66
'stocks higher afternoon trade',1
'lets burn',0.72
'im glad got stopped',-0.74
'far good bbry not breakcoz told key support level',0.54
'covered call',0.98
'sold half ugaz long',0.63
'100 upside left next 6 mnths',0.77
'sinking ship',-0.92
'jan18 6 put big print',0.63
longs,1
'future profits huge',0.74
'major pump dump coming week',-0.5
'biggest st50 gainers',0.92
'wait little longer reentering',0.66
'possible double bottom set up',0.99
'short week next week',-0.77
'breaking 52 week highs timing looks great',0.96
'higher afternoon tradebuy point',0.96
'short squeeze ready upside w crossing important technical level',0.78
'buy area',0.98
'begin assault intel',-0.72
'today bought',0.97
'analysts conjuring up metrics bring down boost short positions',-0.65
'surges deal',0.95
'pick one would',-0.57
'rough climb topmany traders bag holders looking get',0.88
'stocks higher afternoon trade',1
'bullish pennantsymmetrical triangle bo progresslong 266',0.95
'notokay sure see much tsla  side thus week',-0.68
'one believes flyin anymore',-0.52
7324,0.7
'notokay fundementals charts look like poopoo quarter',-0.92